mean_count turtles with [standing?],mean_count turtles with [feeling-awkward? = true],min_count turtles with [standing?],min_count turtles with [feeling-awkward? = true],last_count turtles with [standing?],last_count turtles with [feeling-awkward? = true],sd_count turtles with [standing?],sd_count turtles with [feeling-awkward? = true],trend_count turtles with [standing?],trend_count turtles with [feeling-awkward? = true],max_count turtles with [standing?],max_count turtles with [feeling-awkward? = true],snap_10_count turtles with [standing?],snap_10_count turtles with [feeling-awkward? = true],snap_20_count turtles with [standing?],snap_20_count turtles with [feeling-awkward? = true],snap_30_count turtles with [standing?],snap_30_count turtles with [feeling-awkward? = true],snap_40_count turtles with [standing?],snap_40_count turtles with [feeling-awkward? = true]
198.64,54.24,38.0,29.0,331.0,64.0,81.75102690486523,16.152473494793302,3.3897719087635063,0.14607442977190857,350.0,89.0,155.0,79.0,229.0,55.0,199.0,39.0,222.0,72.0
202.92,37.36,49.0,22.0,49.0,31.0,97.9903750375515,16.252704390346857,-2.943673469387755,-0.22617046818727654,358.0,132.0,305.0,26.0,321.0,47.0,182.0,46.0,71.0,27.0
187.4,26.54,30.0,8.0,237.0,27.0,75.48536281955593,25.18349459467451,0.312509003601441,-0.48859543817527157,341.0,185.0,179.0,20.0,145.0,22.0,153.0,40.0,197.0,15.0
122.0,46.12,62.0,30.0,74.0,30.0,35.78491302211031,17.141341837790876,-0.9104441776710697,-0.5527971188475399,173.0,148.0,156.0,58.0,133.0,45.0,170.0,36.0,106.0,46.0
266.66,43.86,163.0,20.0,294.0,36.0,63.76632653681721,24.529174466337015,2.7019927971188493,-0.8741896758703497,364.0,196.0,249.0,40.0,165.0,40.0,291.0,41.0,359.0,27.0
294.42,36.12,191.0,17.0,315.0,38.0,45.74104939766905,16.43123854126645,-0.5823289315726288,-0.2686194477791126,355.0,138.0,344.0,28.0,257.0,50.0,261.0,29.0,307.0,37.0
383.38,10.54,321.0,3.0,363.0,22.0,17.67245314041036,11.301698987320453,-0.5018487394958031,0.016374549819927357,397.0,79.0,391.0,9.0,397.0,3.0,394.0,6.0,379.0,11.0
234.68,25.66,83.0,5.0,118.0,31.0,111.44064608570787,11.488446370158151,-7.123169267707089,0.37181272509003577,395.0,63.0,384.0,12.0,186.0,24.0,255.0,39.0,102.0,33.0
154.42,49.12,24.0,24.0,139.0,67.0,88.18822823937444,14.954116490117363,-2.7003601440576235,-0.30204081632653135,322.0,109.0,300.0,60.0,244.0,45.0,172.0,47.0,42.0,34.0
235.84,48.6,23.0,21.0,251.0,45.0,100.74013301559613,14.4138821973818,3.339447779111644,0.5459783913565426,368.0,88.0,178.0,55.0,361.0,39.0,319.0,53.0,240.0,46.0
183.78,51.36,35.0,27.0,76.0,47.0,96.27778352247209,15.492914509542741,-2.524321728691477,0.049555822328931354,364.0,93.0,164.0,67.0,205.0,30.0,132.0,54.0,209.0,57.0
232.02,64.12,142.0,41.0,149.0,62.0,57.40679053909912,11.623493450765993,-3.769267707082839,0.2544057623049218,361.0,85.0,276.0,70.0,238.0,69.0,222.0,77.0,170.0,65.0
97.46,42.82,19.0,19.0,174.0,46.0,53.35549081397341,15.082029041213255,-0.25656662665066204,-0.22170468187274933,181.0,120.0,123.0,49.0,129.0,53.0,40.0,30.0,44.0,26.0
311.5,30.34,59.0,13.0,137.0,30.0,98.78122291204943,22.222160111024316,-0.6478271308523406,-0.2617527010804332,387.0,159.0,375.0,23.0,381.0,19.0,381.0,17.0,313.0,40.0
215.32,49.9,109.0,34.0,226.0,61.0,68.3474769102708,16.92483382488584,1.6484033613445364,-0.39342136854742005,330.0,144.0,172.0,38.0,133.0,39.0,184.0,53.0,303.0,52.0
172.94,41.9,47.0,25.0,146.0,48.0,65.71770233354175,19.611476232043312,-1.6116686674669876,-0.5215366146458599,266.0,169.0,247.0,38.0,245.0,49.0,180.0,43.0,91.0,39.0
366.96,9.94,275.0,0.0,395.0,5.0,31.196769063478353,17.14457348550847,1.4895558223289311,-0.48302521008403454,400.0,124.0,340.0,16.0,389.0,2.0,393.0,7.0,398.0,2.0
83.34,24.98,13.0,9.0,230.0,37.0,55.60201794899174,13.411174445215456,2.435390156062425,0.16052821128451308,230.0,86.0,104.0,23.0,58.0,23.0,34.0,24.0,130.0,18.0
170.2,41.82,24.0,16.0,354.0,27.0,89.63659966776964,19.8027169853028,0.8964225690276099,-0.5537094837935186,354.0,148.0,256.0,39.0,24.0,21.0,90.0,32.0,190.0,46.0
104.6,50.14,29.0,29.0,114.0,59.0,59.02338519603903,11.939865995897943,1.5645618247298925,0.07726290516206455,229.0,84.0,52.0,50.0,133.0,50.0,107.0,49.0,85.0,46.0
61.94,28.92,13.0,13.0,36.0,28.0,37.13133986270896,12.812244143786835,0.6630972388955582,-0.04091236494597869,142.0,87.0,17.0,17.0,91.0,39.0,13.0,13.0,41.0,30.0
266.3,16.8,31.0,1.0,294.0,20.0,125.03395538812646,16.36337373526622,5.042352941176468,-0.5124609843937586,399.0,113.0,104.0,15.0,171.0,32.0,395.0,3.0,398.0,2.0
176.24,44.32,23.0,19.0,291.0,33.0,69.95500268029443,16.23260915564716,1.4226170468187254,-0.022280912364946948,295.0,131.0,64.0,32.0,245.0,31.0,99.0,41.0,194.0,61.0
114.68,13.66,1.0,1.0,2.0,2.0,86.71872692792486,13.49015937637506,0.2793757503001187,-0.15025210084033686,280.0,88.0,37.0,13.0,259.0,7.0,105.0,22.0,131.0,6.0
311.88,18.92,15.0,5.0,54.0,29.0,133.77258912049209,15.803594527828158,-6.7828091236494625,0.2440336134453777,395.0,89.0,393.0,7.0,379.0,14.0,386.0,12.0,146.0,56.0
255.34,56.54,68.0,26.0,263.0,48.0,84.94930488238263,20.492154596332718,-2.997599039615851,-0.14314525810324297,372.0,161.0,327.0,58.0,239.0,77.0,282.0,64.0,68.0,58.0
108.24,37.64,7.0,7.0,198.0,41.0,75.06358904289084,25.437578501107375,-2.208499399759905,-0.7247058823529426,278.0,190.0,167.0,32.0,138.0,30.0,64.0,41.0,7.0,7.0
258.22,56.52,109.0,35.0,266.0,70.0,69.47698611770662,15.013647125199126,1.0657863145258095,-0.2856182472989199,364.0,104.0,153.0,73.0,178.0,52.0,318.0,58.0,251.0,46.0
346.94,23.82,294.0,11.0,299.0,34.0,28.571601285192262,8.817459951709449,-1.7927010804321772,0.26405762304921937,389.0,62.0,388.0,13.0,354.0,22.0,332.0,22.0,316.0,30.0
190.38,48.86,28.0,28.0,131.0,69.0,101.15609521922049,11.153492726496037,-1.565186074429773,0.27078031212484993,365.0,74.0,343.0,48.0,285.0,59.0,158.0,45.0,71.0,41.0
217.02,56.4,103.0,41.0,144.0,60.0,63.87002113668039,18.724315741836868,-2.087058823529414,-0.3331572629051634,322.0,175.0,249.0,46.0,168.0,56.0,273.0,63.0,189.0,48.0
144.04,32.58,8.0,8.0,156.0,35.0,87.7683223036649,19.767741398551326,-3.971668667466989,-0.6370708283313339,313.0,153.0,309.0,33.0,181.0,26.0,31.0,26.0,73.0,31.0
130.38,30.08,10.0,5.0,309.0,28.0,92.43525085160964,27.322401065792157,-0.18674669867947308,-1.0425930372148875,311.0,180.0,173.0,37.0,54.0,19.0,26.0,6.0,115.0,22.0
173.04,52.52,81.0,30.0,106.0,50.0,38.86075655465292,18.029131981324003,1.6347659063625446,-0.30511404561824856,237.0,147.0,184.0,51.0,175.0,41.0,147.0,70.0,223.0,32.0
396.42,3.16,315.0,0.0,398.0,2.0,11.800152541386911,11.780254666177639,0.20729891956782823,-0.2105162064825937,400.0,85.0,399.0,1.0,399.0,1.0,397.0,3.0,397.0,3.0
315.6,19.76,134.0,5.0,299.0,23.0,88.60361166453657,10.319999999999999,-4.949531812725093,0.25296518607442925,395.0,70.0,379.0,19.0,386.0,14.0,318.0,29.0,140.0,26.0
221.38,63.02,118.0,40.0,209.0,70.0,56.44426985974751,13.643298721350348,-2.771908763505406,0.2450420168067222,347.0,126.0,257.0,59.0,223.0,69.0,118.0,47.0,200.0,62.0
224.04,48.82,70.0,24.0,175.0,24.0,80.13138211712064,13.155515953393847,-3.0238655462184894,0.40725090036014355,366.0,73.0,273.0,47.0,207.0,51.0,74.0,48.0,205.0,61.0
129.02,43.54,49.0,31.0,355.0,34.0,66.29403894770631,13.12739121074709,1.4770228091236481,0.08926770708283248,355.0,122.0,184.0,32.0,49.0,35.0,99.0,47.0,93.0,37.0
132.84,42.82,21.0,20.0,247.0,56.0,77.56786963685416,13.705020977729292,0.5957262905162062,-0.041728691476591535,285.0,99.0,148.0,46.0,257.0,51.0,95.0,34.0,25.0,24.0
182.36,50.16,38.0,33.0,277.0,50.0,88.18089589020968,9.45803362227054,5.2577190876350555,0.15548619447779075,328.0,73.0,124.0,48.0,95.0,50.0,276.0,39.0,215.0,72.0
197.66,56.5,105.0,35.0,160.0,53.0,53.25471246753663,15.286922515666781,-2.024249699879954,-0.16062424969988076,327.0,139.0,148.0,59.0,198.0,37.0,236.0,56.0,127.0,41.0
324.22,31.4,138.0,13.0,169.0,62.0,82.20153039937881,19.801010075246154,-4.056422569027617,0.1731572629051614,386.0,145.0,370.0,30.0,363.0,25.0,371.0,23.0,206.0,36.0
132.02,42.1,16.0,16.0,81.0,55.0,100.67462242293239,18.380696395947567,4.365954381752702,0.24504201680672166,372.0,137.0,32.0,33.0,46.0,29.0,227.0,52.0,263.0,60.0
29.22,10.08,0.0,0.0,136.0,17.0,40.94498259860419,26.30044866537451,0.9726290516206475,-0.3776230492196893,162.0,185.0,0.0,0.0,1.0,1.0,0.0,0.0,59.0,11.0
168.58,28.52,18.0,10.0,18.0,13.0,99.89236006822541,9.660724610504122,0.2239135654261691,-0.05253301320528248,323.0,76.0,118.0,27.0,283.0,31.0,266.0,31.0,119.0,35.0
255.68,19.38,113.0,6.0,168.0,13.0,73.43689535921301,23.050284163107406,2.969123649459783,-0.49743097238895717,393.0,162.0,204.0,10.0,258.0,11.0,307.0,13.0,388.0,7.0
224.04,33.46,61.0,13.0,226.0,46.0,105.27069107781138,15.89491742664932,3.580888355342137,-0.28873949579832076,387.0,126.0,85.0,36.0,299.0,24.0,368.0,29.0,224.0,34.0
237.12,61.22,50.0,34.0,201.0,59.0,76.48415260692897,16.16822810328949,0.11178871548619328,0.2985354141656661,343.0,107.0,272.0,64.0,244.0,49.0,222.0,70.0,232.0,92.0
306.1,36.5,216.0,18.0,313.0,36.0,55.663003871512366,14.461327739872297,1.5687394957983185,-0.05642256902761175,377.0,108.0,257.0,21.0,305.0,55.0,236.0,34.0,342.0,41.0
242.42,31.52,141.0,18.0,215.0,32.0,83.60624139380984,8.168818764056402,-4.984825930372155,0.1477070828331329,370.0,72.0,365.0,25.0,245.0,31.0,150.0,31.0,164.0,34.0
250.9,23.88,156.0,8.0,182.0,14.0,75.25084717131098,14.78869838762019,-4.061992797118851,-0.15001200480192156,381.0,107.0,265.0,14.0,378.0,13.0,156.0,36.0,192.0,26.0
41.98,16.32,6.0,6.0,150.0,18.0,47.53587697728948,7.829278383095086,1.9734453781512613,0.13551020408163245,173.0,40.0,32.0,19.0,11.0,7.0,26.0,19.0,33.0,25.0
395.34,4.52,343.0,0.0,393.0,7.0,7.855214828379936,7.810864228752149,0.09954381752700861,-0.10506602641056466,400.0,57.0,395.0,5.0,394.0,4.0,394.0,6.0,394.0,6.0
164.48,44.4,29.0,25.0,58.0,42.0,129.60960458237653,13.619104228986577,4.207058823529413,0.11793517406962717,365.0,95.0,35.0,35.0,127.0,29.0,361.0,38.0,296.0,56.0
169.48,22.84,56.0,9.0,135.0,23.0,74.00249725516025,21.468451271575223,-4.258535414165673,-0.45512605042016946,299.0,161.0,292.0,21.0,201.0,15.0,115.0,15.0,73.0,21.0
173.62,39.3,36.0,15.0,125.0,31.0,58.77002297089904,17.016756447690025,-0.060840336134455816,-0.43366146458583527,308.0,130.0,301.0,42.0,159.0,58.0,132.0,19.0,267.0,45.0
249.96,34.4,25.0,15.0,348.0,28.0,94.73604593817498,17.725687574816384,-1.025978391356544,-0.30770708283313386,379.0,131.0,235.0,47.0,260.0,27.0,149.0,36.0,278.0,29.0
332.56,16.14,217.0,5.0,274.0,25.0,58.134726283005755,7.113395813533787,-0.10381752701080596,0.018583433373349098,395.0,47.0,375.0,16.0,228.0,17.0,319.0,18.0,385.0,13.0
205.18,42.58,30.0,19.0,114.0,31.0,119.72262776935695,13.699766421366462,-1.5624969987995196,-0.12192076830732337,379.0,75.0,220.0,33.0,379.0,19.0,350.0,26.0,61.0,48.0
193.98,51.72,34.0,29.0,149.0,36.0,88.50683363447142,14.726900556464694,-4.8977190876350605,-0.5513565426170479,331.0,128.0,272.0,49.0,264.0,52.0,140.0,67.0,66.0,44.0
209.36,14.86,6.0,2.0,283.0,12.0,143.35965401743965,11.415796073861868,8.97949579831933,-0.24475390156062476,395.0,64.0,8.0,5.0,144.0,10.0,344.0,30.0,395.0,5.0
235.76,24.94,128.0,3.0,219.0,29.0,95.11352374925451,15.41091820755661,-3.7046818727491084,0.06996398559423712,396.0,68.0,384.0,12.0,165.0,56.0,144.0,31.0,168.0,18.0
231.74,36.84,59.0,14.0,205.0,32.0,94.00272549240259,17.331312702735474,2.8812004801920783,-0.5143817527010816,375.0,136.0,112.0,38.0,130.0,32.0,375.0,14.0,274.0,41.0
215.46,46.82,24.0,24.0,194.0,39.0,104.75785602998947,11.821488907916802,-2.0497959183673475,-0.15591836734693898,366.0,93.0,175.0,58.0,261.0,45.0,24.0,24.0,315.0,51.0
248.7,38.4,51.0,21.0,258.0,26.0,80.21876339111692,13.682105101189658,4.313133253301322,-0.22684273709483876,359.0,114.0,216.0,30.0,294.0,42.0,273.0,46.0,333.0,40.0
211.48,44.46,57.0,24.0,73.0,39.0,117.93375089430505,10.080099205861021,-7.484369747899163,0.24196878751500592,376.0,61.0,317.0,41.0,321.0,56.0,76.0,57.0,100.0,47.0
253.98,36.56,29.0,19.0,209.0,43.0,124.35778865837074,10.750181393818433,-6.913277310924375,0.28043217286914734,379.0,74.0,363.0,38.0,360.0,33.0,208.0,32.0,70.0,41.0
267.0,40.48,150.0,19.0,316.0,38.0,64.28841264178172,23.6442297400444,-1.9766626650660273,-0.6120528211284534,367.0,176.0,300.0,29.0,354.0,23.0,234.0,47.0,166.0,38.0
246.72,30.58,19.0,7.0,134.0,24.0,104.32737703977799,11.438688736039634,1.3671068427370903,-0.04057623049219721,393.0,65.0,19.0,17.0,252.0,17.0,371.0,26.0,258.0,38.0
99.54,13.8,2.0,2.0,87.0,14.0,61.210198496655764,24.84673016716687,-1.8385114045618258,-0.5851620648259321,177.0,176.0,147.0,4.0,171.0,4.0,143.0,6.0,3.0,3.0
181.88,29.46,22.0,16.0,145.0,25.0,85.06295080703467,10.494207926280096,3.5992316926770713,-0.02741896758703556,297.0,91.0,80.0,25.0,249.0,32.0,260.0,28.0,222.0,35.0
194.04,28.44,10.0,6.0,50.0,23.0,124.9108418032638,10.503637465183195,-5.758751500600244,-0.15798319327731128,389.0,50.0,222.0,30.0,45.0,30.0,356.0,23.0,70.0,23.0
151.5,48.42,24.0,22.0,240.0,43.0,86.91887021815228,18.747895881938327,0.35174069627850885,-0.19673469387755194,354.0,126.0,64.0,47.0,120.0,47.0,168.0,38.0,99.0,26.0
293.88,45.16,97.0,24.0,97.0,40.0,68.19226935657737,13.132189459492274,-3.6007683073229337,0.4100840336134451,373.0,95.0,352.0,40.0,309.0,30.0,266.0,53.0,274.0,64.0
397.46,2.54,355.0,0.0,399.0,1.0,6.220000000000002,6.2200000000000015,0.10559423769507488,-0.10559423769507836,400.0,45.0,400.0,0.0,398.0,2.0,400.0,0.0,399.0,1.0
123.32,55.9,44.0,38.0,58.0,50.0,73.82396358906774,15.755951256588727,-3.852581032412968,-0.30324129651860815,303.0,147.0,179.0,56.0,68.0,51.0,94.0,47.0,76.0,54.0
88.78,39.38,28.0,24.0,210.0,39.0,46.27538870717349,9.80181615824333,2.7225450180072035,0.11049219687875064,210.0,83.0,47.0,33.0,81.0,37.0,84.0,48.0,118.0,41.0
265.1,47.66,180.0,29.0,226.0,55.0,52.66963071828015,8.965734771896834,-3.4540696278511427,0.20336134453781485,366.0,74.0,320.0,41.0,274.0,55.0,234.0,36.0,188.0,74.0
248.08,40.64,29.0,11.0,31.0,19.0,109.52202335603556,24.53386231313774,-4.075774309723893,-0.437358943577432,389.0,158.0,326.0,56.0,241.0,45.0,219.0,42.0,278.0,32.0
191.4,15.32,79.0,4.0,278.0,8.0,64.0256198720481,19.482751345741704,1.0598799519807924,-0.6728451380552231,291.0,140.0,289.0,14.0,86.0,10.0,174.0,11.0,232.0,9.0
180.96,24.14,119.0,10.0,128.0,11.0,41.32842121349423,25.865042045200703,0.5683553421368536,-0.8966626650660278,250.0,189.0,127.0,29.0,212.0,11.0,239.0,17.0,183.0,11.0
234.36,56.88,128.0,25.0,215.0,51.0,62.52095968553266,11.719453912192327,-2.9305162064825963,0.5290756302521011,366.0,77.0,277.0,52.0,197.0,54.0,154.0,66.0,190.0,61.0
252.16,49.44,64.0,26.0,324.0,33.0,71.95119456965256,18.083318279563628,3.740312124849941,-0.3705162064825941,371.0,150.0,219.0,48.0,220.0,54.0,280.0,54.0,349.0,29.0
239.84,37.84,45.0,21.0,153.0,38.0,102.78469925042346,18.072476310677516,-4.615414165666267,-0.3601440576230507,377.0,152.0,204.0,49.0,347.0,38.0,324.0,34.0,64.0,30.0
126.1,44.44,21.0,19.0,181.0,48.0,71.31963264066916,14.930720009430223,-0.7684513805522227,-0.11995198079231792,301.0,121.0,46.0,39.0,72.0,33.0,174.0,39.0,67.0,37.0
160.6,54.98,27.0,21.0,39.0,38.0,83.91400359892263,26.13005166470208,-3.661272509003604,-0.8202160864345747,326.0,187.0,133.0,76.0,291.0,55.0,240.0,44.0,31.0,31.0
153.08,42.58,25.0,25.0,321.0,43.0,101.36643231366092,14.02439303499442,0.008163265306122856,-0.2896998799519819,325.0,120.0,139.0,65.0,321.0,36.0,34.0,32.0,69.0,47.0
138.28,49.6,22.0,22.0,278.0,48.0,69.17746453867761,18.82020191177555,2.9944777911164464,0.16441776710684144,278.0,142.0,41.0,37.0,82.0,39.0,211.0,42.0,94.0,52.0
225.78,41.98,38.0,18.0,242.0,40.0,97.39369384102855,19.439639914360555,0.9534213685474199,-0.27673469387755234,377.0,137.0,38.0,24.0,373.0,22.0,159.0,34.0,253.0,46.0
202.32,50.52,26.0,24.0,244.0,43.0,73.47310800558257,16.266825135840122,3.0773589435774316,0.1286914765906358,335.0,112.0,196.0,34.0,179.0,53.0,335.0,37.0,230.0,46.0
203.1,58.06,57.0,25.0,196.0,33.0,64.8522166159338,22.29565877026288,-0.5668667466986799,-0.7169747899159679,343.0,181.0,263.0,66.0,140.0,67.0,317.0,50.0,157.0,44.0
263.46,17.54,139.0,5.0,145.0,9.0,72.10193062602416,16.808581141785893,-3.5717166866746726,-0.3559663865546227,391.0,131.0,257.0,14.0,361.0,14.0,250.0,17.0,193.0,15.0
151.14,43.96,21.0,18.0,123.0,38.0,92.05107495298466,24.165231221736736,4.078991596638656,-0.5197599039615862,374.0,189.0,63.0,51.0,123.0,32.0,123.0,28.0,374.0,26.0
126.68,26.24,5.0,4.0,46.0,26.0,111.25078696350872,19.534134227039598,-4.791356542617051,-0.16643457382953258,386.0,123.0,212.0,27.0,5.0,5.0,105.0,37.0,120.0,31.0
319.3,13.76,151.0,0.0,167.0,10.0,82.42020383376882,13.146193365381478,-3.853973589435777,-0.030156062424970518,400.0,65.0,353.0,38.0,398.0,2.0,352.0,4.0,217.0,14.0
194.76,20.96,8.0,5.0,10.0,10.0,169.8734305299095,22.40532079663221,-10.219927971188481,-0.3047298919567836,395.0,153.0,391.0,9.0,384.0,15.0,13.0,11.0,80.0,36.0
49.64,14.68,4.0,4.0,140.0,12.0,53.07382028834932,10.909518779487936,2.887394957983194,0.0017286914765899896,150.0,83.0,13.0,12.0,8.0,8.0,21.0,16.0,150.0,22.0
258.1,47.94,177.0,26.0,177.0,69.0,55.15441958719173,9.194367841238458,-1.287827130852344,0.2880672268907559,364.0,69.0,267.0,28.0,208.0,56.0,252.0,46.0,280.0,61.0
140.44,52.66,27.0,23.0,86.0,72.0,96.45478940933934,16.553682369793133,0.27841536614645784,0.12758703481392475,351.0,107.0,135.0,64.0,284.0,80.0,53.0,45.0,242.0,57.0
295.5,29.66,169.0,13.0,184.0,37.0,71.28457056053574,14.255679569911774,-4.354429771908765,0.07342136854741828,387.0,113.0,374.0,24.0,373.0,25.0,225.0,30.0,240.0,30.0
212.58,35.52,163.0,11.0,220.0,29.0,30.32694511486444,20.985938149151202,0.512797118847536,-0.5956302521008414,314.0,165.0,238.0,58.0,189.0,28.0,229.0,40.0,232.0,29.0
355.86,8.94,218.0,0.0,338.0,16.0,55.18913298829763,8.203438303540779,1.3100120048019201,-0.1946218487394962,400.0,49.0,324.0,13.0,290.0,19.0,395.0,5.0,397.0,3.0
229.66,27.44,31.0,10.0,366.0,17.0,91.37036937651067,16.124713950951193,2.4390396158463394,-0.27841536614645956,390.0,118.0,374.0,20.0,150.0,33.0,216.0,17.0,175.0,33.0
120.48,43.56,24.0,18.0,52.0,34.0,85.89371106198638,16.109823090276315,-2.1726770708283327,-0.46348139255702353,322.0,86.0,302.0,41.0,77.0,54.0,180.0,43.0,86.0,48.0
132.3,51.54,36.0,33.0,279.0,59.0,82.22511781688124,9.172153509400069,4.996734693877553,0.33118847539015595,279.0,68.0,44.0,40.0,101.0,50.0,95.0,37.0,239.0,61.0
140.66,11.02,0.0,0.0,194.0,22.0,113.76354600661848,14.338047286851861,6.987803121248501,-0.05680672268907626,294.0,91.0,5.0,3.0,48.0,19.0,181.0,13.0,278.0,2.0
147.74,26.46,10.0,10.0,172.0,18.0,110.90569146802162,15.332592735737812,-3.4006722689075626,-0.21018007202881253,384.0,110.0,214.0,27.0,44.0,20.0,16.0,10.0,157.0,25.0
262.06,23.98,61.0,8.0,205.0,19.0,95.50610661104346,18.310095575938426,3.8463865546218496,-0.46689075630252214,392.0,140.0,191.0,37.0,284.0,23.0,382.0,14.0,310.0,16.0
220.16,8.12,12.0,2.0,268.0,8.0,97.21283042890995,6.757632721597111,5.733781512605043,-0.16470588235294148,303.0,50.0,108.0,10.0,280.0,7.0,270.0,3.0,298.0,4.0
119.5,38.86,32.0,22.0,84.0,35.0,68.78262862089527,20.963787825676924,-2.035390156062428,-0.35683073229291934,248.0,174.0,186.0,35.0,209.0,33.0,33.0,28.0,61.0,43.0
217.44,45.38,111.0,26.0,311.0,65.0,69.67959816187232,21.258306611769427,2.442352941176469,-0.38698679471788766,354.0,167.0,147.0,31.0,232.0,32.0,341.0,46.0,184.0,32.0
134.82,47.26,23.0,23.0,34.0,33.0,75.20257708350161,18.652410031950296,-0.6111404561824746,-0.23745498199279835,249.0,154.0,109.0,34.0,249.0,40.0,202.0,49.0,100.0,46.0
194.3,41.72,76.0,26.0,209.0,52.0,91.84013283962521,8.156077488597077,-4.052100840336136,0.2690996398559422,365.0,59.0,287.0,34.0,134.0,39.0,78.0,40.0,156.0,46.0
291.94,25.74,90.0,14.0,181.0,32.0,86.9138446969181,6.993740058080512,-4.19606242496999,0.154765906362545,379.0,44.0,271.0,28.0,371.0,24.0,345.0,28.0,172.0,22.0
292.44,47.34,190.0,19.0,190.0,53.0,56.41778443008906,12.413879329202453,-1.1844417767106852,0.22650660264105613,381.0,75.0,213.0,54.0,290.0,69.0,360.0,35.0,271.0,60.0
192.88,32.62,16.0,14.0,261.0,51.0,112.60064653455595,13.460891500937075,7.065354141656663,0.18069627851140407,363.0,83.0,75.0,23.0,253.0,28.0,221.0,23.0,337.0,35.0
91.82,22.9,6.0,6.0,39.0,23.0,91.36228762459925,12.337341690980272,2.7890036014405766,0.1876110444177667,287.0,78.0,11.0,11.0,22.0,16.0,287.0,27.0,121.0,19.0
113.94,33.86,11.0,10.0,37.0,21.0,73.31259373395542,20.940878682615015,0.02645858343337144,-0.12969987995198157,274.0,140.0,160.0,16.0,38.0,21.0,206.0,64.0,114.0,46.0
186.92,39.54,26.0,17.0,216.0,42.0,92.43762004725131,13.566443896614915,4.395774309723891,0.23351740696278456,361.0,101.0,122.0,22.0,194.0,45.0,186.0,38.0,226.0,52.0
279.52,28.98,140.0,10.0,177.0,17.0,76.18090049349638,23.23401816302983,1.6087394957983214,-0.6259303721488608,390.0,171.0,164.0,33.0,330.0,37.0,273.0,18.0,373.0,25.0
158.48,28.52,47.0,17.0,173.0,31.0,57.2263016453099,12.898434013476214,-0.4800000000000019,-0.2100360144057633,256.0,113.0,204.0,22.0,250.0,19.0,118.0,24.0,112.0,30.0
196.0,55.18,44.0,36.0,70.0,54.0,109.30324789318935,14.370372298587117,-5.364897959183677,0.21680672268907522,360.0,98.0,340.0,48.0,113.0,36.0,104.0,78.0,167.0,72.0
192.62,30.5,10.0,10.0,173.0,36.0,107.04539037249575,13.09083648969767,5.443697478991597,0.2405282112845132,376.0,89.0,50.0,35.0,212.0,19.0,250.0,44.0,286.0,37.0
163.5,29.98,25.0,14.0,166.0,44.0,112.55029986632643,8.573190771235643,6.219399759903962,0.2274669867947176,343.0,65.0,55.0,28.0,75.0,22.0,312.0,26.0,280.0,38.0
210.2,58.94,97.0,40.0,214.0,61.0,67.28714587497379,12.300260159850279,-0.7793517406962812,0.22689075630252067,335.0,117.0,173.0,66.0,125.0,46.0,287.0,60.0,225.0,62.0
221.74,41.96,18.0,18.0,142.0,63.0,126.73875650328905,13.19236142621934,-5.033613445378155,-0.07375750300120111,372.0,76.0,100.0,56.0,332.0,36.0,345.0,38.0,47.0,33.0
306.04,13.82,49.0,3.0,49.0,13.0,124.11477913608837,15.945770599127533,-7.086866746698684,0.19721488595438108,397.0,101.0,397.0,3.0,392.0,8.0,391.0,8.0,166.0,23.0
250.72,55.04,169.0,32.0,255.0,53.0,44.58521728106751,18.89545977212516,0.13109243697478767,-0.4856662665066032,344.0,164.0,244.0,67.0,286.0,48.0,171.0,67.0,213.0,41.0
75.3,10.58,36.0,3.0,133.0,6.0,30.85206638136253,16.413518818339956,1.73719087635054,-0.41070828331332654,133.0,123.0,57.0,9.0,40.0,9.0,83.0,11.0,114.0,5.0
146.58,42.68,31.0,25.0,86.0,59.0,80.25411889741237,12.426487838484372,0.6475390156062424,0.18689075630252064,267.0,78.0,100.0,43.0,172.0,50.0,257.0,42.0,37.0,35.0
140.32,27.14,23.0,12.0,122.0,43.0,88.49168096493591,9.850908587536482,4.914381752701082,0.009651860744297582,271.0,52.0,90.0,41.0,46.0,24.0,223.0,19.0,258.0,26.0
2.28,1.88,0.0,0.0,1.0,1.0,10.57173590286856,10.610636173199028,-0.22972388955582304,-0.18842737094838008,75.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219.4,42.28,30.0,18.0,30.0,18.0,108.81158026607278,16.348749187629007,-5.204513805522213,-0.20619447779111713,380.0,121.0,337.0,42.0,333.0,44.0,66.0,36.0,267.0,50.0
194.0,48.32,36.0,30.0,204.0,53.0,89.84942960308652,12.203999344477205,3.7483793517406974,0.16326530612244858,358.0,82.0,77.0,36.0,246.0,65.0,358.0,30.0,161.0,54.0
115.28,45.56,28.0,24.0,149.0,52.0,59.18311921485719,11.925032494714637,0.4998799519807916,0.13954381752701048,233.0,92.0,84.0,33.0,198.0,45.0,149.0,47.0,55.0,45.0
