random-seed,density,%-similar-wanted,radiusNeighborhood
42691.207228681225,57.0,58.0,1.0
27669.53458916703,91.0,31.0,5.0
880.5099182651196,87.0,55.0,3.0
31829.15253847653,72.0,33.0,3.0
12459.620230605655,55.0,30.0,5.0
37064.51507545785,93.0,58.0,3.0
61965.18468306705,91.0,44.0,2.0
11031.255629953605,89.0,64.0,3.0
62838.847265772085,84.0,38.0,1.0
60584.83502604222,98.0,29.0,3.0
87060.2242648163,80.0,49.0,3.0
50710.61900839494,66.0,34.0,4.0
46749.197719581454,81.0,28.0,3.0
22170.738970442006,82.0,70.0,3.0
55390.85359588847,72.0,63.0,1.0
63535.730825553765,53.0,51.0,2.0
9984.651566151882,63.0,69.0,4.0
85229.54969999247,62.0,37.0,2.0
80931.7080558175,87.0,63.0,5.0
41192.97318655005,68.0,35.0,4.0
82735.16728944545,93.0,38.0,3.0
9209.026145946465,57.0,63.0,1.0
2682.060660333065,58.0,63.0,1.0
80185.52290805489,54.0,71.0,2.0
3804.4496902362125,73.0,44.0,2.0
48828.34187730054,61.0,43.0,3.0
6283.45414402386,63.0,33.0,4.0
69814.92163429895,66.0,51.0,3.0
39797.87671659616,72.0,49.0,3.0
52797.86028353801,53.0,39.0,4.0
25517.519881819666,76.0,34.0,3.0
37195.552452887336,61.0,38.0,5.0
58799.731987902494,71.0,37.0,4.0
66744.2858853401,96.0,65.0,2.0
99737.65521590288,96.0,39.0,5.0
43895.12422828902,66.0,63.0,2.0
49793.90983250261,77.0,48.0,5.0
91648.32319927224,61.0,35.0,2.0
96087.14634373986,65.0,27.0,1.0
50870.155658276926,88.0,49.0,4.0
94056.43765830513,92.0,39.0,2.0
79256.44823151696,53.0,47.0,4.0
96131.76307781963,93.0,69.0,2.0
69635.2745991829,57.0,53.0,2.0
16701.59899178124,56.0,70.0,1.0
70878.61656057044,51.0,32.0,3.0
22238.448496950517,66.0,29.0,3.0
97158.75007767207,90.0,44.0,3.0
84830.9622031555,51.0,67.0,1.0
55722.966502518415,58.0,45.0,2.0
99792.6963774222,65.0,52.0,4.0
45673.131136121425,74.0,35.0,3.0
23781.325234730986,86.0,47.0,4.0
23227.19476984594,55.0,36.0,5.0
57532.13604080766,69.0,52.0,3.0
81132.14625149238,88.0,54.0,3.0
91685.67390216542,51.0,45.0,3.0
84890.05151670953,62.0,59.0,2.0
46724.69625414881,83.0,71.0,4.0
69618.71985446026,65.0,56.0,5.0
4085.864434238663,55.0,47.0,5.0
57299.720966861314,83.0,57.0,3.0
98120.75736859326,81.0,56.0,2.0
82747.18122229028,77.0,51.0,2.0
36873.84511844129,64.0,36.0,3.0
89623.5099386603,93.0,56.0,2.0
43579.136755505475,66.0,62.0,2.0
46475.401015921285,82.0,60.0,1.0
47259.13870442467,73.0,45.0,3.0
2296.0162590030614,68.0,42.0,3.0
26579.55792777009,97.0,29.0,5.0
54170.65011503094,52.0,68.0,5.0
28239.359194866185,58.0,49.0,5.0
23865.05257441058,73.0,71.0,4.0
78622.11987121838,66.0,71.0,2.0
73892.9105849816,90.0,72.0,2.0
49726.32137913476,65.0,54.0,4.0
39950.3961081218,55.0,53.0,5.0
13351.831963685527,59.0,52.0,5.0
11929.971337799465,96.0,29.0,2.0
61250.169522354634,66.0,29.0,2.0
52700.58956361486,70.0,62.0,3.0
55714.95618742826,63.0,68.0,2.0
27397.10577100168,78.0,41.0,1.0
58406.82485358903,55.0,43.0,4.0
3434.734143048139,79.0,27.0,4.0
88436.6003288486,90.0,37.0,3.0
38258.88439795273,56.0,71.0,4.0
71207.07343689413,62.0,71.0,5.0
5792.36194542756,95.0,49.0,4.0
24933.40976229528,56.0,32.0,2.0
60132.91454606168,76.0,26.0,2.0
39037.40882009831,82.0,27.0,2.0
36931.50883476677,78.0,52.0,2.0
51461.3806704561,88.0,62.0,3.0
35327.34010638706,57.0,52.0,4.0
99242.8387567385,58.0,68.0,2.0
20055.6356546204,54.0,71.0,4.0
43955.296154768606,60.0,55.0,4.0
15276.812537499822,73.0,55.0,5.0
58722.347512268825,95.0,44.0,5.0
26594.949361473577,70.0,27.0,3.0
48848.91805009412,86.0,34.0,4.0
85610.6800792541,93.0,38.0,5.0
75786.30493864701,60.0,30.0,1.0
12957.823041249976,91.0,60.0,2.0
52234.348315083545,93.0,28.0,5.0
90465.56943700669,67.0,69.0,1.0
42186.92773768676,53.0,58.0,2.0
3641.117752319281,97.0,59.0,2.0
1370.6858062390463,91.0,70.0,4.0
71570.57964638098,51.0,36.0,4.0
94163.91774924038,92.0,64.0,1.0
40646.55290258,74.0,60.0,2.0
9868.731210141343,59.0,71.0,4.0
96964.71984787921,94.0,64.0,4.0
96441.42214053423,52.0,48.0,3.0
18554.918799716583,74.0,68.0,4.0
86021.8933980545,90.0,51.0,2.0
25821.63708328984,65.0,47.0,2.0
89588.15303660864,65.0,66.0,4.0
99860.12436799252,56.0,39.0,2.0
37296.45340683839,67.0,48.0,4.0
63629.085900483464,55.0,68.0,4.0
6676.524094422378,83.0,73.0,3.0
34279.06812660059,93.0,49.0,3.0
30851.373720481788,65.0,39.0,1.0
88547.7452124984,63.0,46.0,1.0
90592.23482099354,76.0,71.0,5.0
12040.731254019158,75.0,54.0,5.0
45316.01777304425,98.0,39.0,2.0
45783.50386500739,53.0,67.0,2.0
44508.32720927792,96.0,60.0,2.0
79165.77678009249,78.0,71.0,4.0
96303.18627470049,59.0,51.0,5.0
4854.176644718952,60.0,71.0,2.0
48536.544934911784,89.0,73.0,3.0
82595.2348859138,51.0,73.0,4.0
14225.592795996925,55.0,44.0,3.0
60828.9867088653,55.0,45.0,1.0
57542.57960582028,73.0,40.0,3.0
18847.918949279876,89.0,71.0,3.0
4023.3660401889565,77.0,41.0,4.0
49615.329337600095,60.0,57.0,1.0
56810.02148996162,75.0,60.0,5.0
571.0521026587575,72.0,27.0,3.0
22297.996020641996,51.0,34.0,2.0
26128.608087524754,78.0,57.0,4.0
43079.85819329425,85.0,51.0,4.0
78723.34870837169,60.0,28.0,3.0
70999.62438520686,85.0,49.0,2.0
19497.757941572996,53.0,56.0,1.0
87060.45756574562,60.0,41.0,4.0
17448.940282190342,56.0,74.0,2.0
17916.34616664468,94.0,33.0,3.0
1280.2223041836157,71.0,52.0,3.0
49970.1991211726,67.0,60.0,5.0
37426.81056250287,99.0,29.0,2.0
81164.7458968175,94.0,72.0,3.0
66046.41616732295,71.0,70.0,3.0
61367.9269625025,55.0,59.0,2.0
42693.62587714411,71.0,60.0,2.0
74260.59504217345,96.0,61.0,3.0
63539.342312673536,64.0,52.0,4.0
55759.0175513276,58.0,68.0,2.0
75337.90767394213,86.0,68.0,4.0
31290.03502982669,74.0,44.0,4.0
54201.72664830113,82.0,32.0,4.0
88142.57498799577,81.0,62.0,3.0
87779.90046791192,72.0,51.0,1.0
78975.21690859192,74.0,74.0,4.0
74645.83370386336,56.0,51.0,1.0
97417.64887356892,59.0,67.0,2.0
61053.36413309587,90.0,38.0,3.0
55878.398121858256,65.0,65.0,4.0
26238.566077709045,53.0,27.0,4.0
76022.86175040567,93.0,38.0,2.0
72195.4416708678,91.0,42.0,4.0
25914.153616978147,57.0,43.0,3.0
74047.41016406559,98.0,63.0,5.0
3616.8204323663,65.0,66.0,4.0
49772.62116387164,89.0,51.0,4.0
2933.876696984008,92.0,56.0,3.0
68207.41643964543,97.0,55.0,2.0
57899.9275185722,82.0,64.0,3.0
63220.59852958941,89.0,72.0,3.0
53803.85225353853,94.0,49.0,3.0
40201.505180443826,84.0,36.0,2.0
9715.298975983913,84.0,49.0,3.0
80073.2065364085,86.0,25.0,4.0
32775.995735065306,64.0,43.0,5.0
95877.73844050673,94.0,37.0,2.0
18650.965706656967,62.0,47.0,2.0
178.6330832300834,85.0,55.0,2.0
542.4235291339046,52.0,49.0,5.0
29960.12549803564,55.0,27.0,2.0
79648.79429916095,96.0,44.0,1.0
99485.19678671351,81.0,67.0,2.0
23266.217509827795,67.0,68.0,3.0
73162.33257929767,72.0,38.0,5.0
21585.79726190993,59.0,64.0,1.0
58365.61395450046,69.0,63.0,2.0
14116.912002604924,70.0,40.0,2.0
47819.3828954726,78.0,51.0,4.0
96737.77875395252,88.0,29.0,2.0
20595.733006909883,92.0,37.0,3.0
62652.61417607564,79.0,64.0,3.0
17674.972991234597,56.0,55.0,1.0
92526.21267133957,72.0,40.0,4.0
65589.2145905642,77.0,57.0,4.0
48269.22302327335,86.0,33.0,2.0
27682.011457951863,59.0,43.0,4.0
89393.3714440823,64.0,38.0,5.0
15783.09590007852,72.0,28.0,5.0
66297.8282311931,69.0,33.0,2.0
54578.05081223681,62.0,47.0,3.0
74497.96323855198,63.0,48.0,2.0
25313.700121363167,92.0,71.0,1.0
3691.581446503609,59.0,74.0,3.0
41020.221356585396,79.0,32.0,4.0
65401.549198038316,80.0,42.0,4.0
2410.2573527839318,54.0,41.0,5.0
65774.43806692668,73.0,62.0,3.0
53896.74353642228,91.0,48.0,2.0
51336.40631315174,72.0,57.0,1.0
73734.36721662356,51.0,58.0,1.0
43793.8413522522,58.0,41.0,5.0
2501.4294282250557,78.0,52.0,2.0
80750.41939393888,67.0,69.0,2.0
81361.45555099618,72.0,74.0,4.0
85827.63037681558,64.0,69.0,2.0
20500.55257620869,67.0,67.0,3.0
20340.520222252166,67.0,54.0,1.0
76103.32301050237,74.0,58.0,5.0
24212.303563234083,61.0,51.0,4.0
67457.7544938819,50.0,53.0,2.0
61606.34277658547,52.0,50.0,3.0
18606.206495088743,54.0,59.0,3.0
10453.07352803905,57.0,50.0,3.0
20680.262192111397,84.0,50.0,3.0
53554.636687692146,73.0,63.0,3.0
32575.270669252932,87.0,58.0,1.0
2334.4942735914447,72.0,57.0,2.0
65401.70188084588,73.0,62.0,2.0
44908.85082097444,60.0,49.0,4.0
94514.40933346478,59.0,32.0,5.0
26929.63613269922,91.0,45.0,2.0
92374.08146632182,69.0,35.0,4.0
35448.79587531417,69.0,72.0,3.0
32963.49336849005,95.0,55.0,3.0
60601.48671082259,90.0,60.0,3.0
57701.1682188344,74.0,32.0,1.0
20208.570942659182,73.0,54.0,2.0
23597.352735459554,72.0,27.0,4.0
75497.96593269898,60.0,60.0,3.0
67613.8032526764,65.0,54.0,4.0
60818.13332995391,82.0,63.0,2.0
32772.12108789623,56.0,52.0,4.0
94570.066456497,96.0,65.0,2.0
60967.88985272,57.0,54.0,2.0
72928.35655766097,91.0,35.0,5.0
96331.75288971748,82.0,31.0,5.0
99615.59405110514,84.0,28.0,1.0
17567.2320513092,70.0,45.0,2.0
29809.396540899867,67.0,31.0,3.0
49778.63766600815,53.0,50.0,4.0
63554.1679140227,84.0,39.0,4.0
99699.76982873277,74.0,57.0,2.0
22296.529620232723,74.0,59.0,1.0
68689.31143171705,57.0,35.0,4.0
57549.08378622249,85.0,25.0,5.0
95924.67115103912,54.0,33.0,2.0
15391.339399642979,61.0,45.0,2.0
25232.33437262394,80.0,35.0,2.0
92736.10275245238,56.0,56.0,3.0
74641.48001017315,58.0,29.0,5.0
94952.84049665449,51.0,50.0,2.0
78473.13583045173,72.0,38.0,2.0
84401.81437264087,71.0,73.0,5.0
45059.30233390576,94.0,63.0,3.0
64500.32492065979,77.0,63.0,1.0
31128.618255636826,93.0,44.0,4.0
96897.09631319682,86.0,38.0,3.0
57042.90131636527,52.0,65.0,4.0
62168.778044857914,93.0,72.0,5.0
50380.14794121076,83.0,36.0,2.0
33845.87053183901,72.0,29.0,5.0
74661.7510389695,70.0,44.0,1.0
16036.82346246761,85.0,63.0,3.0
299.7434148542719,62.0,60.0,3.0
779.4556027547432,52.0,33.0,3.0
94025.52797965075,92.0,53.0,2.0
72974.14891445231,78.0,69.0,2.0
99791.08443657511,98.0,64.0,4.0
7142.491799177462,96.0,42.0,3.0
65281.715364053714,77.0,27.0,5.0
30588.71849525899,50.0,62.0,2.0
62495.09319602045,85.0,57.0,3.0
51058.77603668106,96.0,70.0,2.0
30077.878062591746,81.0,63.0,5.0
94879.39986918126,71.0,67.0,3.0
18796.544609933855,64.0,60.0,5.0
97938.122947902,58.0,27.0,2.0
52771.90254957431,56.0,44.0,4.0
19182.016574880698,92.0,53.0,4.0
73074.66099876397,78.0,30.0,2.0
62703.408868950355,56.0,49.0,4.0
98511.03670527128,59.0,41.0,4.0
24062.180534013045,98.0,59.0,4.0
4607.486563516364,96.0,38.0,3.0
50729.16704820778,96.0,50.0,1.0
57483.675443330285,68.0,64.0,1.0
10324.099544693729,91.0,47.0,5.0
25136.039306628343,67.0,28.0,1.0
23455.879147753385,55.0,26.0,4.0
18069.641931978025,63.0,30.0,2.0
15331.308673813512,60.0,41.0,4.0
42842.0021107291,65.0,58.0,5.0
35155.49906011127,96.0,41.0,2.0
45909.59334871809,89.0,29.0,5.0
26297.69804990538,73.0,37.0,2.0
35228.663096551245,97.0,36.0,3.0
33550.8295333358,59.0,31.0,5.0
23359.355371197053,78.0,32.0,3.0
8169.815250506139,75.0,56.0,2.0
96976.73785501914,64.0,67.0,3.0
18493.207105633897,70.0,58.0,2.0
88061.13191516338,84.0,29.0,4.0
45239.752507107405,86.0,59.0,1.0
72302.86137325615,56.0,58.0,2.0
28350.05639959208,69.0,43.0,5.0
49699.45183439412,73.0,69.0,2.0
74070.42130121143,99.0,41.0,5.0
48574.365637587194,64.0,60.0,3.0
52667.28899394094,74.0,29.0,2.0
52684.3633881039,83.0,51.0,3.0
65873.98910711538,76.0,41.0,5.0
17795.56526745516,54.0,43.0,1.0
3523.5797118792098,64.0,42.0,3.0
10039.844249172544,96.0,43.0,4.0
3775.7798343290383,69.0,41.0,3.0
70103.99083047548,57.0,70.0,4.0
97205.4881066567,67.0,58.0,3.0
51768.97727867151,93.0,65.0,2.0
26596.493174903022,56.0,63.0,2.0
20076.025623035042,62.0,66.0,1.0
42726.07799600123,94.0,57.0,1.0
1023.6347555318487,80.0,32.0,3.0
67120.7693615705,72.0,72.0,1.0
84097.9973703063,84.0,26.0,4.0
85775.56717475751,86.0,29.0,2.0
19476.308625580285,60.0,26.0,1.0
81345.05712327626,97.0,44.0,2.0
31725.610657153135,64.0,58.0,2.0
40135.26716584088,92.0,41.0,3.0
55838.88074998094,78.0,29.0,4.0
47625.045884416155,87.0,64.0,5.0
9610.567422440083,67.0,63.0,1.0
37152.34826214338,99.0,75.0,5.0
26817.85051257123,57.0,59.0,3.0
67878.39841470685,78.0,35.0,3.0
86885.2226501317,79.0,63.0,3.0
39382.59781281156,98.0,41.0,3.0
40010.03139464689,51.0,34.0,3.0
2258.953325440853,97.0,28.0,5.0
74223.00218093891,89.0,70.0,4.0
14419.427179876504,68.0,57.0,5.0
52299.53608935803,51.0,50.0,2.0
25722.469003229442,82.0,46.0,3.0
84005.98913200818,58.0,37.0,2.0
44740.20623271438,70.0,71.0,2.0
26846.696072374652,85.0,69.0,3.0
52335.73053814923,75.0,57.0,3.0
97385.53841644549,87.0,41.0,1.0
98501.11190601772,67.0,68.0,2.0
13451.28999762099,64.0,71.0,2.0
22534.084035505155,61.0,50.0,3.0
56069.57583699782,51.0,55.0,2.0
19315.472462431444,69.0,60.0,4.0
17306.872374684834,77.0,72.0,5.0
83068.11636086315,83.0,74.0,3.0
88996.21577779036,66.0,58.0,5.0
72020.45906739323,56.0,34.0,5.0
21389.338248722033,79.0,52.0,5.0
15276.135626203002,79.0,57.0,1.0
881.9564263287417,82.0,48.0,2.0
8586.584749962305,81.0,55.0,3.0
20801.93408966067,68.0,58.0,4.0
82192.10693068024,66.0,58.0,4.0
81001.74791543532,62.0,66.0,2.0
18333.192047322904,57.0,67.0,3.0
60724.35027906056,62.0,60.0,2.0
48392.95043747911,67.0,37.0,2.0
89807.65688794371,69.0,34.0,3.0
65124.573610194966,79.0,45.0,5.0
13190.311637799545,57.0,74.0,2.0
90726.25463533039,82.0,29.0,3.0
18743.82927457825,91.0,33.0,2.0
9997.874337647043,65.0,29.0,4.0
88943.49766820806,69.0,28.0,4.0
79292.95360514855,67.0,52.0,4.0
37303.04395043248,89.0,51.0,3.0
41413.81967666035,94.0,38.0,2.0
33908.582562735566,84.0,62.0,2.0
93035.92613048773,83.0,40.0,2.0
6889.022309352887,91.0,45.0,1.0
8429.855748584898,69.0,28.0,1.0
84585.94299857505,73.0,62.0,3.0
80279.71914750338,96.0,55.0,3.0
83854.19088242693,57.0,49.0,2.0
69956.49603613814,84.0,58.0,3.0
40992.86357602057,64.0,56.0,3.0
49184.25420914029,91.0,59.0,3.0
9521.580680806479,57.0,31.0,5.0
95536.44413179792,86.0,47.0,4.0
53655.127351468596,97.0,52.0,2.0
37065.27030556997,56.0,34.0,1.0
43580.897820787235,75.0,56.0,2.0
25373.85673679777,83.0,57.0,4.0
74788.94734610895,95.0,29.0,2.0
36753.64448171054,70.0,36.0,2.0
18948.839505311982,62.0,62.0,2.0
75035.68734165715,91.0,35.0,2.0
33814.8970459496,82.0,34.0,4.0
9958.971010187734,95.0,58.0,4.0
49188.41833419328,83.0,35.0,5.0
93620.55392343535,62.0,34.0,2.0
91364.77761624228,72.0,41.0,3.0
81351.76422048209,76.0,46.0,3.0
12728.039051795093,54.0,60.0,2.0
17196.51126956331,77.0,55.0,4.0
90691.28837189375,89.0,66.0,3.0
8174.976693053695,83.0,50.0,3.0
88993.42314413263,91.0,44.0,5.0
93614.29227101569,70.0,49.0,4.0
49969.746175063156,57.0,49.0,5.0
42146.31574490827,81.0,63.0,4.0
67999.92008980956,90.0,26.0,1.0
85032.59020494795,73.0,40.0,4.0
34389.41698350913,93.0,42.0,2.0
9038.877154745487,64.0,48.0,2.0
41703.50429672453,66.0,56.0,1.0
34839.05850166364,56.0,34.0,2.0
62015.17982255317,68.0,28.0,2.0
45484.52759648375,51.0,29.0,4.0
20546.099958872765,61.0,31.0,3.0
75804.72171820598,57.0,66.0,3.0
27605.3881605136,88.0,32.0,3.0
47345.33256444526,71.0,36.0,2.0
39794.09153014436,62.0,34.0,4.0
41956.971329738066,66.0,44.0,4.0
20741.270603108205,72.0,74.0,1.0
42218.57877836855,63.0,57.0,4.0
58334.871028647525,68.0,74.0,2.0
93149.62080424129,70.0,52.0,2.0
62104.45666895871,56.0,41.0,4.0
14860.499533699402,95.0,40.0,5.0
88500.17872254564,60.0,34.0,3.0
95677.02469287005,72.0,49.0,4.0
98099.1873574748,52.0,57.0,2.0
97287.05360922698,97.0,35.0,4.0
59337.24230364703,68.0,45.0,4.0
58447.876036126356,67.0,60.0,2.0
89744.96518643996,68.0,32.0,3.0
80277.17016494871,72.0,74.0,1.0
8280.541267890223,70.0,47.0,4.0
28733.738935581237,77.0,33.0,2.0
12501.102658528765,84.0,56.0,3.0
26450.052956944535,65.0,49.0,2.0
83330.75128356226,70.0,30.0,4.0
11006.80791183147,66.0,63.0,4.0
12353.951401875425,88.0,70.0,4.0
85818.88992164738,98.0,74.0,2.0
53602.93332583437,53.0,55.0,3.0
46104.77658282892,68.0,37.0,5.0
73158.99269565074,97.0,44.0,3.0
98776.75097797108,62.0,65.0,1.0
86855.59835264344,85.0,68.0,2.0
52112.27918698005,98.0,68.0,3.0
33351.095174692106,96.0,60.0,1.0
79598.81043663014,89.0,40.0,4.0
31697.65949899896,63.0,54.0,1.0
51093.68328934343,64.0,55.0,2.0
7680.979049358146,50.0,58.0,3.0
56541.56224405998,58.0,66.0,2.0
95574.02222958964,93.0,30.0,3.0
28718.706515169884,61.0,61.0,4.0
51068.403118460454,73.0,62.0,4.0
74517.64615078199,75.0,74.0,2.0
76579.02768393561,60.0,54.0,3.0
37844.52249269827,97.0,27.0,4.0
89964.39675122504,73.0,33.0,5.0
60973.38330463913,62.0,66.0,1.0
40715.88594348497,56.0,63.0,4.0
86138.91698897444,76.0,26.0,2.0
45233.53642382343,67.0,35.0,4.0
18597.493296571025,58.0,31.0,5.0
31855.81257093526,79.0,28.0,4.0
74855.40922532158,65.0,34.0,1.0
8642.495531675473,85.0,72.0,5.0
50706.49360981902,61.0,68.0,3.0
37006.95773016651,83.0,58.0,4.0
10804.64559743836,93.0,47.0,1.0
81387.83171669289,89.0,71.0,4.0
34967.11312071911,92.0,32.0,1.0
92254.31985928069,55.0,39.0,5.0
95607.9085800268,78.0,75.0,1.0
24297.54253061115,70.0,33.0,3.0
47633.41967210953,89.0,61.0,4.0
3034.6592385919644,76.0,59.0,4.0
23419.696803914652,76.0,69.0,3.0
55830.601098738196,90.0,46.0,4.0
80146.48722660556,68.0,55.0,3.0
80400.66454199061,98.0,72.0,4.0
84296.34976207878,91.0,62.0,4.0
74767.22278989606,80.0,46.0,5.0
79637.81416834162,71.0,26.0,4.0
44579.41486794417,67.0,54.0,3.0
59088.01472084592,76.0,71.0,4.0
68781.60797342836,59.0,58.0,3.0
47440.125606855414,64.0,72.0,2.0
33518.18111105256,85.0,71.0,5.0
94473.95175631154,69.0,64.0,3.0
60049.03495889621,92.0,40.0,2.0
33747.07395508992,67.0,48.0,2.0
92589.15429175162,63.0,66.0,2.0
22595.146222670777,61.0,37.0,4.0
54643.66440286219,84.0,37.0,3.0
16774.40324834549,59.0,47.0,2.0
78310.31192442347,89.0,29.0,2.0
53872.798741573315,74.0,47.0,4.0
62859.655544063644,81.0,49.0,4.0
88111.86154911462,71.0,36.0,4.0
50131.83983235024,95.0,74.0,3.0
10270.782843547899,88.0,33.0,4.0
76587.05877560127,51.0,35.0,1.0
71596.51316729242,88.0,50.0,4.0
71180.62108939554,97.0,47.0,4.0
15952.11241702685,96.0,61.0,5.0
4233.891466782247,94.0,57.0,3.0
16653.814118009097,78.0,36.0,3.0
84615.80734226633,61.0,52.0,3.0
24249.02248149642,78.0,38.0,3.0
80977.19765912164,95.0,69.0,3.0
2775.0809991778992,60.0,49.0,4.0
56038.33814068431,65.0,69.0,2.0
77683.30776490053,86.0,39.0,3.0
1168.6385585960543,51.0,73.0,2.0
43254.34352433232,97.0,56.0,2.0
24360.563798194846,87.0,45.0,1.0
93254.7556261763,87.0,30.0,4.0
91137.33807792698,87.0,51.0,5.0
87341.81593363904,64.0,64.0,5.0
75211.908200715,76.0,54.0,2.0
89180.87223675355,96.0,52.0,3.0
12422.82075208802,81.0,62.0,3.0
79835.77726497746,79.0,44.0,3.0
8636.825561842783,90.0,26.0,5.0
99622.27276948605,63.0,30.0,3.0
85886.31965203818,74.0,57.0,3.0
91816.579535782,63.0,54.0,3.0
99676.25044259783,99.0,38.0,3.0
28768.42157502628,68.0,32.0,1.0
32944.17837747677,84.0,51.0,4.0
54475.211837891904,70.0,50.0,1.0
55487.49851196353,83.0,40.0,4.0
18268.213977475545,65.0,50.0,2.0
20114.089859697666,69.0,59.0,3.0
43469.62858582685,70.0,60.0,2.0
34092.56344498012,68.0,65.0,3.0
28170.79815713022,94.0,61.0,5.0
54771.23006489395,77.0,63.0,2.0
97220.25932023827,61.0,30.0,4.0
6747.052810508026,82.0,59.0,1.0
44290.60098991857,82.0,42.0,4.0
6968.803241920192,81.0,33.0,3.0
21669.557471925495,90.0,44.0,3.0
16520.87200911724,74.0,67.0,4.0
34616.648668493755,96.0,61.0,4.0
10555.575043045774,51.0,53.0,4.0
66712.89310152952,50.0,25.0,4.0
14306.564824448493,57.0,27.0,4.0
83401.89163591171,66.0,68.0,3.0
51851.17664856251,53.0,33.0,3.0
39278.62145691965,79.0,62.0,3.0
97670.54971981411,74.0,43.0,4.0
81918.5046441962,74.0,47.0,4.0
47376.51174809236,82.0,53.0,4.0
4287.035190486283,94.0,54.0,3.0
3563.3042825123457,59.0,65.0,3.0
49925.744468852856,80.0,65.0,3.0
91113.87147396446,61.0,58.0,5.0
3097.3279360267848,78.0,40.0,3.0
21267.05730324346,58.0,48.0,3.0
76153.61853975171,55.0,70.0,3.0
32262.577719574747,84.0,41.0,2.0
23236.425288007606,62.0,39.0,4.0
17240.999935469066,55.0,63.0,4.0
32701.37536627868,68.0,33.0,4.0
5992.006927120883,55.0,34.0,2.0
92699.50189701481,57.0,29.0,2.0
57559.68130475496,53.0,43.0,2.0
62595.35121347789,87.0,49.0,4.0
61165.967477525126,83.0,38.0,5.0
68378.34436554636,62.0,39.0,5.0
22672.291249718033,61.0,53.0,3.0
72107.59465864798,82.0,57.0,2.0
67694.10954420117,77.0,63.0,3.0
60654.166310175584,56.0,34.0,2.0
62316.25989596165,58.0,47.0,1.0
45578.553708797466,94.0,34.0,3.0
35221.82071994257,73.0,37.0,5.0
13563.448669460551,98.0,45.0,4.0
49639.02961426617,55.0,38.0,3.0
2420.9272814508,85.0,35.0,2.0
36310.171519855845,52.0,49.0,4.0
85578.49676659734,76.0,48.0,1.0
91336.92404599414,92.0,57.0,4.0
98698.73099024588,55.0,27.0,4.0
2292.9876668503916,77.0,61.0,4.0
84569.08851260456,54.0,48.0,2.0
27399.152651505698,66.0,57.0,3.0
82746.40163195801,84.0,54.0,1.0
24018.123917822053,61.0,47.0,3.0
24167.90041575677,98.0,32.0,5.0
94013.4930932365,78.0,58.0,3.0
54701.98852582464,62.0,52.0,5.0
80985.04350193877,65.0,57.0,4.0
91248.00744254983,95.0,60.0,3.0
29111.929482872572,83.0,50.0,5.0
79761.91230351545,77.0,65.0,5.0
39798.80205128335,91.0,31.0,4.0
77262.23590544474,65.0,58.0,5.0
29611.555873167363,65.0,26.0,3.0
46560.99188657197,73.0,49.0,3.0
70379.03403826639,55.0,61.0,4.0
39244.96281374382,80.0,57.0,3.0
57615.48536574227,56.0,33.0,1.0
68165.37627915015,82.0,46.0,3.0
63750.467064041375,82.0,48.0,3.0
48428.9751773293,61.0,53.0,3.0
56520.034774037784,65.0,66.0,1.0
77615.109070132,69.0,54.0,2.0
71572.9130111023,69.0,63.0,5.0
5309.705390489646,65.0,46.0,3.0
62591.44619202949,97.0,29.0,4.0
72745.48399485016,81.0,26.0,2.0
68144.88242582468,80.0,71.0,1.0
90558.78986941802,77.0,63.0,4.0
91164.38144933486,84.0,34.0,1.0
16346.982598524744,81.0,63.0,1.0
18781.626214843953,79.0,37.0,4.0
9916.548581206931,91.0,66.0,2.0
48202.273572061815,91.0,47.0,3.0
95066.23094008767,67.0,55.0,1.0
37492.00005504905,78.0,28.0,3.0
21694.905199226854,63.0,62.0,3.0
80760.95952210881,65.0,39.0,3.0
46632.47637026954,89.0,56.0,3.0
68704.40452462608,89.0,51.0,3.0
73524.13942958368,66.0,67.0,5.0
79283.33935655601,67.0,41.0,4.0
54448.8066238709,58.0,74.0,3.0
72314.56370939367,91.0,50.0,1.0
60235.88174726362,76.0,55.0,5.0
1718.4114553604813,67.0,56.0,2.0
16645.079907719322,58.0,55.0,1.0
67142.43150256698,86.0,56.0,4.0
54284.20572139751,71.0,54.0,4.0
51960.28409362609,69.0,70.0,4.0
81234.12329580328,70.0,51.0,3.0
42942.35239630927,56.0,63.0,2.0
62936.00699583314,69.0,59.0,4.0
78376.14828261672,88.0,49.0,2.0
56719.63537074709,62.0,49.0,3.0
43031.25659657293,92.0,70.0,3.0
50019.36854801933,59.0,57.0,3.0
83039.05989471615,62.0,44.0,2.0
14587.112782877046,52.0,69.0,2.0
7025.186478677247,51.0,64.0,1.0
18116.63586392294,78.0,32.0,4.0
99633.38428064545,89.0,44.0,5.0
34386.65779584556,72.0,60.0,3.0
71342.86971851652,98.0,30.0,4.0
93628.547036361,81.0,41.0,2.0
85374.68828266587,60.0,33.0,3.0
52913.035232666494,90.0,66.0,3.0
20250.340089080375,78.0,28.0,2.0
85113.39223690929,57.0,33.0,2.0
98975.78725293,90.0,46.0,5.0
28095.138277771286,77.0,45.0,2.0
36611.68678793666,63.0,49.0,2.0
36729.111750814,76.0,59.0,4.0
56910.21369643335,59.0,37.0,4.0
30698.816477996737,56.0,46.0,4.0
77029.1759725795,75.0,61.0,2.0
22876.845959185917,87.0,34.0,2.0
76496.92496036278,84.0,54.0,4.0
